NÂ°,CODIGO INFRACCION,TIPO DE VIA,LUGAR DE INTERVENCION,EMPRESA DE TRANSPORTE,CLUSTER
2679,N61,AV.,JOSE LARCO,ESPECIAL SOLIDARIDAD,22
2680,R05,AV.,AREQUIPA,C.J.M. GLOBAL SA.,10
2681,R05,AV.,AREQUIPA,ADELMITA DEL AGUILA,10
2682,R05,AV.,AREQUIPA,ADELMITA DEL AGUILA,10
2686,N61,AV.,BENAVIDES,REAL EXPRESS,31
2687,N61,AV.,BENAVIDES,REAL EXPRESS,31
2691,U04,CA.,BELLAVISTA,TRANSPORTES 77,107
2692,N61,AV.,COMANDANTE ESPINAR,EST. SANTA CATALINA SA.,1
2694,R12,CA.,DOS DE MAYO,ET. TAXIS T Y M JUNIORS,14
2699,N61,AV.,BENAVIDES,HOLDING EXPRES,31
2700,U11,AV.,DIEZ CANSECO,DISTRIBUIDORA PACI SRL.,26
2701,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2702,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
2703,R05,AV.,AREQUIPA,DEGGOLA GUTIERREZ L.,10
2705,U11,CA.,CONTRALMIRANTE MONTERO,DISTRIBUCIONES JIMENEZ I.,6
2706,R05,AV.,AREQUIPA,TAXI PACIFICO SRL.,10
2707,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
2708,N34,AV.,BENAVIDES,HRE EXPRESS,31
2709,U07,CA.,BOLOGNESI,LA CALERA,4
2710,N34,AV.,O.R. BENAVIDES,ET. TRANSLIMA SA.,36
2711,R05,AV.,AREQUIPA,ET. J&J TOURS,10
2713,N61,AV.,GENERAL CORDOVA,ETEPSA,78
2715,U11,CA.,LOS PINOS,SANCHEZ AVALOS Z. M.,108
2716,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2717,U04,CA.,LOS PINOS,DISTRIBUCIONES ROBASA,5
2720,R15,AV.,O.R. BENAVIDES,LAURENTE PILLACA JULIA,40
2721,U04,CA.,BERLIN,DISTRIBUCIONES ROBASA,104
2724,R05,AV.,AREQUIPA,ASOCIOACION T. LA MANO D.,10
2725,U11,AV.,PASEO DE LA REP.,SAGA DIS SAC.,26
2727,R05,AV.,AREQUIPA,E.T. GOL TOURS SRL.,10
2728,R12,CA.,DOS DE MAYO,ET. MOLI TOURS EIRL.,14
2731,R15,CA.,SCHELL,ET. SEBASLER SA.,14
2732,R12,CA.,SCHELL,CONSORCIO TRANSURBANO SAC.,14
2733,U11,AV.,DE LA AVIACION,DISTRIBUCIONES PACI SRL.,146
2736,R15,AV.,AREQUIPA,TAXI PACIFICO SRL.,40
2742,R05,AV.,AREQUIPA,ET. GIRACORP EIRL.,10
2743,N61,AV.,BENAVIDES,TRANSCASTEL,31
2744,N34,AV.,PASEO DE LA REP.,HOLDING REAL EXPRESS,164
2747,N40,AV.,BENAVIDES,ESPECIAL SOLIDARIDAD,55
2748,N24,AV.,PASEO DE LA REP.,HOLDING REAL EXPRESS,0
2752,U11,CA.,DOS DE MAYO,DISTRIBUCIONES ROBASA,108
2753,U04,CA.,LOS PINOS,DISTRIBUCIONES ROBASA SAC,104
2754,U11,CA.,HENRY REVETT,GARCIA BASILIO OLGA,108
2755,U07,AV.,PETIT THOUARS,FRIO EXPRESS SAC.,53
2756,R05,AV.,PETIT THOUARS,NAVARRO MILLA RULIS,92
2757,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2758,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2760,U11,AV.,COMANDANTE ESPINAR,MINAYA MUÃ‘OZ CARLOS E.,26
2767,U04,CA.,LOS PINOS,DISTRIBUCIONES PACI SRL.,104
2768,N61,AV.,BENAVIDES,URANO TOURS,31
2769,U07,CA.,IGNACIO LA PUENTE,ARZAPALO PAREDES N.,4
2770,U11,CA.,SAN MARTIN,COMERCIALIZADORA CANAN SAC.,108
2771,U11,CA.,PIURA,PALAMANOVA,108
2772,N61,AV.,PETIT THOUARS,ET. BANCHERO ROSSI SA.,1
2773,N61,AV.,BENAVIDES,EMTESSA,31
2774,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
2775,R15,AV.,BENAVIDES,CORPORAC. HAPPY TOURS,179
2776,U07,CA.,IGNACIO DE LA PUENTE,TOMAS PEREZ DE VALENCIA ELBA,4
2779,N61,AV.,GENERAL CORDOVA,ET. ANGAMOS,78
2780,U11,CA.,PIURA,PALAMANOVA,108
2784,N34,AV.,GENERAL CORDOVA,ETMIMSA,78
2786,N61,AV.,O.R. BENAVIDES,UNIDOS CHAMA,48
2789,N34,AV.,GENERAL CORDOVA,ETMIMSA,78
2790,U17,CA.,HIPOLITO UNANUE,RIVCAL SAC.,19
2791,N61,AV.,BENAVIDES,ESPECIAL SOLIDARIDAD,22
2792,N34,AV.,O.R. BENAVIDES,ET. UNIDOS CHAMA,36
2794,U17,CA.,08 DE OCTUBRE,J Y V TRANSPORTISTAS GENERALES,19
2796,R05,AV.,AREQUIPA,TAXI TOURS SAC.,10
2800,N61,AV.,O.R. BENAVIDES,UNIDOS CHAMA,48
2801,R15,CA.,SCHELL,ET. JUNIORS SAC,14
2802,N61,CA.,SCHELL,HOLREX EXPRESS,14
2805,N61,AV.,BENAVIDES,URANO TOURS,31
2807,N61,AV.,BENAVIDES,REAL EXPRESS,31
2811,U04,CA.,LIBERTAD,MACTY SAC,104
2812,R05,AV.,PASEO DE LA REP.,HUSTAJA CORDOVA HUGO,34
2813,R05,AV.,PASEO DE LA REP.,ET. INVERS. TURISMO,34
2814,U04,CA.,MANCO CAPAC,DISTRIBUCIONES ROBASA,5
2815,U07,CA.,BERLIN,TRANSPORTE RKM SAC.,4
2816,U07,AV.,JOSE PARDO,FELIX GUERRERO VICTOR,29
2817,U11,CA.,ELIAS AGUIRRE,DISTRIBUCIONES PACI SRL.,108
2818,U04,AV.,RICARDO PALMA,SURCO PAUCAR DANIEL M.,27
2821,R05,AV.,PASEO DE LA REP.,TAXI PREMIER EIRL.,34
2823,U04,AV.,PASEO DE LA REP.,DISTRIBUIDORA ROBASA,5
2824,R05,AV.,PASEO DE LA REP.,VILLA DEL MAR,34
2826,U07,CA.,BERLIN,DISTRIBUCIONES ROBASA,155
2827,N34,AV.,GENERAL CORDOVA,ET. TABLADA 2000,36
2830,N50,AV.,BENAVIDES,HOLREX EXPRESS,31
2832,U07,CA.,TARATA,FIMECO LOGISTIC EIRL.,4
2833,R15,AV.,BENAVIDES,ET. TAXI SEBASLER SAC.,31
2835,R12,AV.,BENAVIDES,HCG INVERSIONES SAC.,31
2837,R05,AV.,AREQUIPA,E.T. ESCUELA CHOFERES,10
2838,U07,AV.,PETIT THOUARS,MARTINEZ HEREDIA ROGELIO,53
2840,R17,AV.,PETIT THOUARS,ALVAREZ VILLA HERMELINDA,130
2853,U17,AV.,ELIAS AGUIRRE,SERV. ABAST. Y TRANSP. SRL.,0
2854,R05,AV.,PETIT THOUARS,ET. MULT. JUNIORS SAC,92
2855,R15,AV.,AREQUIPA,INVER. TOURS LINEAS,40
2856,U04,CA.,DOS DE MAYO,DISTRIBUCIONES PACI SRL.,57
2857,R15,AV.,RICARDO PALMA,VIRGEN DE COPACABANA,90
2858,U07,CA.,AYACUCHO,TRANSP. RKM SAC.,4
2859,U07,CA.,ELIAS AGUIRRE,LA CALERA SAC.,4
2863,R12,AV.,BENAVIDES,ET. SVICO LATINO,31
2865,U17,AV.,AREQUIPA,SERV. ABASTECIMIENTO Y TRANSP.,0
2870,U11,CA.,INDEPENDENCIA,JESUS MUÃ‘OZ CONTRERAS,108
2871,R12,AV.,BENAVIDES,ET. MOLY TOURS,31
2873,N34,AV.,BENAVIDES,ETRANCISA,31
2874,N61,AV.,BENAVIDES,URANO TOURS,31
2875,U07,CA.,BELLAVISTA,CHAVEZ DE ALANIA MAGDALENA,4
2878,U07,CA.,ALCANFORES,RANSA COMERCIAL SA.,4
2879,U11,CA.,LOS PINOS,DISTRIBUIDORA PACI,4
2880,U11,CA.,ATAHUALPA,PALAMANOVA SAC.,86
2881,U11,CA.,PIURA,PALAMANOVA SAC.,108
2882,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
2884,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2885,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2888,U11,CA.,CONTRALMIRANTE MONTERO,TRANASP. H&C ASOCIADOS,6
2891,N61,AV.,BENAVIDES,ETRANCISA,31
2892,N61,AV.,BENAVIDES,VIRGEN DE COPACABANA SA.,31
2894,U04,CA.,JOSE TORIBIO POLO,DISTRIBUIDORA PACI SRL.,50
2895,N24,CA.,GENERAL VARELA,ETFOCAM SA.,57
2896,R12,CA.,CORONEL INCLAN,ET. MULT. INVER. Y NEG. SVICO L.,14
2897,N61,AV.,PASEO DE LA REP.,STAR TOURS,54
2899,R05,AV.,AREQUIPA,ET. TAXI TOURS SAC,10
2901,R15,AV.,AREQUIPA,ET. J Y J TOURS SAC,40
2903,R05,AV.,AREQUIPA,ET. TURIST. Y MULT.,10
2904,R05,AV.,AREQUIPA,MAMANI MAMANI VICTOR,10
2906,U11,CA.,PIURA,TRANSERMIR SAC.,108
2907,R05,AV.,AREQUIPA,ET. ALBERTO PAEZ SA.,10
2908,R12,AV.,BENAVIDES,ET. MOLY TOURS,31
2909,U11,CA.,DOS DE MAYO,QUISPE MELGAREJO P.,108
2917,R02,AV.,AREQUIPA,TAXI PAEZ,0
2918,U11,CA.,TARATA,DISTRIBUCIONES ROBASA,108
2919,U04,AV.,RICARDO PALMA,BALVIN P 10 VICTORIA P.,27
2921,U04,AV.,JOSE PARDO,RAMIREZ VELEZ GLADYS,89
2922,N61,AV.,OVALO MIRAFLORES,GALILEA EXPRESS,1
2923,R05,AV.,PETIT THOUARS,TAXY BLACK DEL NVO. SAN JUAN,92
2925,R05,AV.,PASEO DE LA REP.,ROJAS FLORES EDILBERTO,34
2926,R05,AV.,PASEO DE LA REP.,VILLANUEVA BELLO MIRIAM,34
2927,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2928,N61,AV.,BENAVIDES,REAL EXPRESS,31
2930,R05,AV.,PASEO DE LA REP.,E.T. JUNIORS SAC.,34
2931,N61,AV.,BENAVIDES,HRE EXPRESS,31
2934,U11,AV.,PETIT THOUARS,INDUSTRIAS NETTACCO,1
2935,U04,CA.,BELLAVISTA,TRANSPORTES HECARO SAC.,107
2936,U07,CA.,BOLOGNESI,PRAYSDI FOOD SAC,4
2937,U11,AV.,O.R. BENAVIDES,TRANSPORTES  H Y RS SAC.,138
2939,U04,CA.,F. DE PAULA CAMINO,DISTRIBUCIONES ROBASA SAC.,104
2940,U04,CA.,JUAN FANNING,DISTRIBUIDORA PACI SRL.,50
2942,N61,AV.,GENERAL CORDOVA,ETMIMSA,78
2944,U04,AV.,RICARDO PALMA,JEDA SOLUCIONS,27
2945,N61,AV.,BENAVIDES,ETRANCISA,31
2946,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
2947,U07,AV.,COMANDANTE ESPINAR,TRANSPORTES Y SERV. INT. QUISPE,163
2949,U17,CA.,BELLAVISTA,TRANSP. J Y L SERV. DE CARGA,19
2952,N61,AV.,BENAVIDES,HOLREX EXPRES,31
2953,N61,AV.,BENAVIDES,REAL EXPRESS,31
2954,N61,AV.,PETIT THOUARS,HOLREX EXPRES,1
2956,N34,AV.,PASEO DE LA REP.,ET. PAMELA SA.,164
2958,R15,AV.,JOSE PARDO,CRIS MOTORS SAC,159
2960,R15,AV.,JOSE PARDO,ET. AUTOMOVILES EXCLUSIVO,159
2962,U04,AV.,O.R. BENAVIDES,TRANSPORTES 77 SA.,134
2963,U11,CA.,DOS DE MAYO,DISTRIBUIDORA PACI,108
2965,R05,AV.,AREQUIPA,MULTISERV. SEBASLERS S.,10
2967,U07,AV.,PASEO DE LA REP.,TRANSPORTES INTERVEGA,30
2968,R05,CA.,GENERAL VIDAL,E.T. J CH EIRL.,3
2969,U11,CA.,CONTRALMIRANTE MONTERO,LELY CORPORATION SAC.,6
2970,N61,AV.,BENAVIDES,HOLDING REAL EXPRESS,31
2973,U11,CA.,CONTRALMIRANTE MONTERO,S.E. INVERSIONES MALVINA,6
2976,N61,AV.,BENAVIDES,URANO TOURS SA.,31
2977,N61,AV.,PETIT THOUARS,ET. RAMIRO PRIALE,1
2978,U11,AV.,PETIT THOUARS,RANSA COMERCIAL SA.,1
2979,U11,CA.,SCHELL,MEJORADA RIVERA REYNALDO,14
2980,N71,AV.,PASEO DE LA REP.,HOLREX EXPRESS,34
2981,N67,AV.,BENAVIDES,URANO TOURS,55
2985,N61,AV.,PASEO DE LA REP.,HOLREX,44
2988,R15,AV.,JOSE PARDO,ET. MULT. SVICO,159
2992,N61,CA.,DOS DE MAYO,ESPECIAL SOLIDARIDAD,22
2993,U11,CA.,PORTA,ZILICON INVEST. MENTS,108
2999,U04,CA.,TRIPOLI,SERV. LOGIST. PANIAGUA,104
3000,U11,CA.,GENERAL MENDIBURU,DISTRIBUCIONES ROBASA,108
3001,U04,CA.,HENRY REVETT,FOOD PACK,104
3002,U04,AV.,PASEO DE LA REP.,DISTRIBUCIONES ROBASA SAC,5
3003,U04,CA.,LOS PINOS,DISTRIBUCIONES PACI SRL.,104
3004,R05,AV.,PASEO DE LA REP.,ET. ALBERTO PAEZ,34
3007,U11,CA.,CONTRALMIRANTE MONTERO,CARREQ SAC.,6
3008,N61,AV.,PASEO DE LA REP.,ESPECIAL SOLIDARIDAD,22
3009,U07,AV.,MALECON 28 DE JULIO,DISTRIBUCIONES ROBASA,30
3010,R12,AV.,MALECON BALTA,ET. MOLITOURS EIRL.,52
3012,N34,AV.,BENAVIDES,HOLDING EXPRESS,8
3013,R12,CA.,SCHELL,E.T. MOLITOURS EIRL,14
3014,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
3017,U04,CA.,TACNA,LELY ESPECIAL CORPORATIION,104
3018,U17,CA.,CONTRALMIRANTE MONTERO,PANIFICADORA BIMBO DEL PERU,19
3020,U04,CA.,JUAN FANING,DISTRIBUCIONES PACI SRL,104
3023,R12,AV.,PASEO DE LA REP.,E.T. 20 DE SETIEMBRE,34
3024,N61,AV.,PASEO DE LA REP.,AQUARIUS,54
3026,U04,CA.,LOS PINOS,DISTRIBUCIONES ROBASA SAC.,104
3029,N61,AV.,GENRAL CORDOVA,HOLDING EXPRESS,76
3030,N61,AV.,GENRAL CORDOVA,ETMIMSA,78
3032,U04,AV.,DEL EJERCITO,MEJORADA RIVERA REYNALDO,133
3034,N61,AV.,BENAVIDES,REAL EXPRESS,31
3035,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
3036,R05,AV.,AREQUIPA,E. MULT. SAN FRANCISCO,10
3037,U07,AV.,MALECON DE LA RESERVA,TRANSPORTE 77 SA.,30
3038,N61,AV.,BENAVIDES,VIRGEN DE COPACABANA,1
3039,N61,AV.,GENERAL CORDOVA,ET. GRUPLAN SA.,78
3043,U17,CA.,ARICA,RIVAS RODRIGUEZ JUAN,19
3044,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
3045,N34,AV.,BENAVIDES,ETRANCISA,31
3046,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
3049,U11,CA.,SCHELL,ORIHUELA LLANOS CARLOS,14
3050,N71,CA.,SCHELL,HOLDING REAL EXPRESS,3
3052,U07,CA.,SCHELL,ROMA DOY INDUSTRIAL,4
3053,U11,CA.,HIPOLITO UNANUE,CAMPOS PASACHE MIRIAM,108
3057,U07,CA.,DOS DE MAYO,RIVAS RODRIGUEZ JUAN,4
3058,U11,CA.,ARICA,CHIRRE TENAZOA ALBERTO E.,108
3060,U07,CA.,CORONEL INCLAN,RIVAS RODRIGUEZ JUAN,4
3063,N61,AV.,BENAVIDES,URANO TOURS SA.,31
3066,U04,CA.,JUAN FANNING,DISTRIBUIDORA PACI,111
3067,N34,AV.,GENERAL CORDOVA,MIRAFLORES MONTERRICO,9
3068,U04,AV.,PETIT THOUARS,DISTRIBUCIONES ROBASA,1
3069,U04,CA.,BOLIVAR,DISTRIBUCIONES ROBASA,5
3070,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
3071,U04,CA.,PIURA,DISTRIBUIDORA PACI,111
3072,U17,CA.,MANCO CAPAC,JESUS MUÃ‘OZ CONTRERAS,19
3073,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
3078,R05,AV.,AREQUIPA,ET. CALLAO TAXI TOURS,10
3083,U11,CA.,LOS PINOS,TRANSPORTES JOMESA SAC.,108
3084,U04,AV.,PASEO DE LA REP.,DISTRIBUCIONES ROBASA,5
3086,R05,AV.,AREQUIPA,INV. Y NEG. TAXI TOURS SA.,10
3087,U04,CA.,BERLIN,DISTRIBUCIONES ROBASA,104
3088,U04,CA.,LOS PINOS,SERV. LOGISTICOS PANIAGUA,104
3089,N67,AV.,BENAVIDES,ESPECIAL SOLIDARIDAD,55
3090,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
3092,U11,AV.,LA PAZ,TRANSPORTES RKM SAC.,143
3093,U04,CA.,BELLAVISTA,TRANSAT,107
3094,N61,AV.,BENAVIDES,HRE EXPRESS,31
3095,N61,AV.,BENAVIDES,HOLREX EXPRESS,31
3096,U04,CA.,ATAHUALPA,DISTRIBUIDORA PACI,111
3097,R12,CA.,SCHELL,ET. DE TAXIS TURISMO Y M.,14
3098,R12,CA.,SCHELL,ET. DE TAXIS TURISMO Y M.,14
3099,R18,CA.,SCHELL,ET. MOLITOURS EIRL.,14
3100,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
3102,R15,CA.,SCHELL,ET. J Y J TOURS SAC,14
3103,R12,CA.,SCHELL,ET. JUNIORS SAC,14
3104,R15,AV.,RICARDO PALMA,CAYHUALLA PUCAURI ABEL,90
3105,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
3107,N61,AV.,BENAVIDES,HOLDING EXPRESS,8
3108,U11,CA.,BOLOGNESI,BREATD,4
3109,N61,AV.,BENAVIDES,HRE EXPRESS,31
3114,U07,AV.,COMANDANTE ESPINAR,RANSA COMERCIAL,163
3116,N61,AV.,PASEO DE LA REP.,ESPECIAL SOLIDARIDAD,22
3117,U11,AV.,PETIT THOUARS,TRANSPORTES TAFUR SAC,1
3120,N34,AV.,GENERAL CORDOVA,ETMIMSA,78
3121,U04,CA.,PIURA,DISTRIBUCIONES PACI SRL.,104
3122,U11,CA.,LOS PINOS,SAN FERNANDO SAC,108
3123,N40,AV.,BENAVIDES,HOLDING REAL EXPRESS,31
3124,R05,AV.,PASEO DE LA REP.,SAAVEDRA RODRIGUEZ J.,34
3125,U04,CA.,MANCO CAPAC,DISTRIBUIDORA PACI,111
3126,R12,CA.,SCHELL,R Y R. ENTERPHPISE SAC,14
3128,R15,CA.,SCHELL,CHAVEZ CABALLERO FELIX,14
3129,U11,CA.,DOS DE MAYO,RIVAS RODRIGUEZ JUAN,108
3130,U11,CA.,DOS DE MAYO,RIVAS RODRIGUEZ JUAN,108
3135,U11,CA.,JUAN FANNING,DISTRIBUIDORA PACI,4
3136,U11,CA.,COLON,MANRIQUE VELASQUE MARIA,108
3138,U04,CA.,SAN MARTIN,DISTRIBUCIONES ROBASA SAC,104
3139,U04,CA.,ELIAS AGUIRRE,DISTRIBUIDORA PACI,111
3140,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
3141,N67,CA.,DOS DE MAYO,HOLDING EXPRES,171
3143,U04,AV.,PASEO DE LA REP.,DISTRIBUCIONES ROBASA SAC,5
3147,N67,AV.,ALFREDO BENAVIDES,ETRANCISA,2
3148,N50,AV.,RICARDO PALMA,AQUARIUS SAC.,9
3149,R22,AV.,JOSE PARDO,LIMAYLLA CONDORI JOE,29
3150,N67,AV.,PETIT THOUARS,ET. 25 DE SETIEMBRE,46
3155,U11,MLCON.,DE LA RESERVA,UNION DE CONCRETERAS,6
3156,R15,AV.,PETIT THOUARS,ET. ETI TURISMO,1
3158,U11,OV.,GUTIERREZ,RANSA COMERCIAL S.A,6
3159,U07,AV.,CMDTE. ESPINAR,RANSA COMERCIAL S.A,156
3160,U11,CA.,BERLIN,DISTRIBUCIONES ROBASA SAC,104
3161,U11,CA.,ENRIQUE PALACIOS,DISTRIBUCIONES ROBASA SAC,26
3163,U11,CA.,GNRAL. MENDIBURU,SAN FERNANDO SA.,108
3166,N61,AV.,PETIT THOUARS,SAN SEBASTIAN,1
3167,N61,AV.,ALFREDO BENAVIDES,HOLREX EXPRESS,12
3169,U04,AV.,ALFREDO BENAVIDES,ALMA CABEZAS NELLY DE E.,0
3170,R12,AV.,O.R. BENAVIDES,ET. J&J TOURS SAC,52
3171,U04,CA.,GRIMALDO DEL SOLAR,TRANSGERSAL,104
3172,U04,CA.,GRIMALDO DEL SOLAR,TRANSGERSAL,104
3176,N67,AV.,ALFREDO BENAVIDES,HOLDING EXPRES,2
3178,N61,AV.,PASEO DE LA REP.,ET. PAMELA SA.,54
3179,N61,AV.,ALFREDO BENAVIDES,HOLREX EXPRESS,12
3180,N61,AV.,ALFREDO BENAVIDES,40 INTEGRADA,12
3181,N34,AV.,REDUCTO,ETRANCISA,36
3182,U11,MLCON.,MLCON.  BALTA,LBA CARGO S.R.L.,6
3183,U04,AV.,PASEO DE LA REP.,TRANSPORTES 77 S.A,5
3186,R15,MLCON.,DE LA RESERVA,AUTOGOL TOURS,40
3188,U04,AV.,PASEO DE LA REP.,TRANSPORTES 77 S.A,5
3190,R15,AV.,JOSE PARDO,TICSE YANTAS SILVA L.,159
3192,R15,AV.,JOSE PARDO,ET. TAXI SEBASLERS,159
3193,R19,AV.,JOSE PARDO,ANGULO LUCIO ANIBAL,29
3194,R19,AV.,JOSE PARDO,ANGULO LUCIO ANIBAL,29
3195,N61,AV.,ANGAMOS ESTE,ATCR,51
3197,N61,AV.,ALFREDO BENAVIDES,URANO TOURS,12
3198,R12,AV.,ALFREDO BENAVIDES,ET. MOLITOURS,52
3199,U04,CA.,BELLAVISTA,DISTRIBUCIONES ROBASA SAC,104
3200,N61,AV.,PASEO DE LA REP.,URANO TOURS,54
3204,U11,CA.,LOS PINOS,TRANSPORTES 77 S.A,49
3207,U11,CA.,CONTRALMIRANTE MONTERO,COMPAÃ‘ÃA ISDUSTRIAL C.,6
3208,U11,CA.,CONTRALMIRANTE MONTERO,PANIFICADORA BIMBO,6
3209,U04,CA.,GNRAL. VIDAL,DISTRIBUIDORA PACI,111
3210,U04,CA.,BERLIN,DISTRIBUCIONES ROBASA SAC,104
3213,N67,AV.,ALFREDO BENAVIDES,CRISTO DE PACHACAMILLA,2
3216,N44,MLCON.,28 DE JULIO,VIRGEN DE COPACABANA,1
3217,R12,AV.,ALFREDO BENAVIDES,ET. MOLITOURS,52
3218,R12,AV.,ALFREDO BENAVIDES,ET. MOLITOURS,52
3220,R12,AV.,PASEO DE LA REP.,ET. MOLITOURS,52
3221,R15,AV.,ALFREDO BENAVIDES,TAXI SPEED CAR,40
3222,N40,AV.,ALFREDO BENAVIDES,HOLREX EXPRESS,43
3224,N71,CA.,PIURA,HOLREX EXPRESS,3
3225,U11,CA.,PIURA,H&S AMERICA EIRL.,108
3226,U11,CA.,PIURA,QUISPE MELGAREJO PORFILIO,108
3227,U11,CA.,ARICA,QUISPE MELGAREJO PORFILIO,108
3228,U11,CA.,PIURA,TRANSEAMIR SAC.,108
3229,N61,AV.,O.R. BENAVIDES,TRANSLIMA S.A,1
3230,U04,CA.,FCO. DE PAULA CAMINO,TRANSPORTES 77 S.A,107
3235,U04,CA.,LOS PINOS,DISTRIBUCIONES ROBASA SAC,104
3236,N67,CA.,DOS DE MAYO,AQUARIUS SAC.,171
3237,R15,CA.,SCHELL,ET. TOURS DE LOS OLIVOS,14
3238,U07,AV.,PETIT THOUARS,DISTRIBUCIONES ROBASA SAC,53
3240,N63,AV.,ALFREDO BENAVIDES,URANO TOURS,0
3241,N61,AV.,ALFREDO BENAVIDES,REAL EXPRESS,12
3244,R15,AV.,ALFREDO BENAVIDES,ET. SVICO,40
3245,N34,AV.,PASEO DE LA REP.,INTER. ET. PAMELA SA.,164
3246,N34,AV.,PASEO DE LA REP.,INTER. ET. PAMELA SA.,164
3250,N24,AV.,PETIT THOUARS,RAMIRO PRIALE,16
3253,U04,CA.,BERLIN,TRANSPORTES RKM SAC.,104
3254,U04,CA.,ELIAS AGUIRRE,TRANSPERS SAC.,104
3255,U04,CA.,ELIAS AGUIRRE,TRANSPERS SAC.,104
3256,U11,CA.,JOSE GALVEZ,DISTRIBUCIONES ROBASA SAC,26
3257,U07,CA.,BOLOGNESI,SAFETY TRUCK SAC,4
3258,U11,AV.,ALFREDO BENAVIDES,ARRIAGA GUARDADO JOSE M.,26
3259,N67,AV.,ALFREDO BENAVIDES,HOLREX EXPRESS,2
3261,R15,CA.,SCHELL,REYES ACOSTA SIXTO,14
3262,N61,AV.,ALFREDO BENAVIDES,HOLDING EXPRES,12
3263,N61,AV.,ALFREDO BENAVIDES,URANO TOURS,12
3264,N61,AV.,ALFREDO BENAVIDES,HOLDING EXPRES,12
3265,N34,AV.,ALFREDO BENAVIDES,REAL EXPRESS,36
3266,N34,AV.,ALFREDO BENAVIDES,URANO TOURS,36
3271,U04,CA.,JUAN FANNING,CARBAJALES UNIDOS,104
3272,N34,AV.,ALFREDO BENAVIDES,URANO TOURS,36
3273,U11,AV.,O.R. BENAVIDES,DOOR TO DOOR TRANSP.,138
3277,N61,AV.,PETIT THOUARS,BANCHERO ROSSI,1
3279,N61,AV.,PETIT THOUARS,URANO TOURS,1
3280,U11,AV.,DIEZ CANSECO,DISTRIBUIDORA PACI,140
3283,N63,AV.,ALFREDO BENAVIDES,HOLREX EXPRESS,43
3284,R12,AV.,ALFREDO BENAVIDES,R&R ENTERHRISE SAC,52
3285,U07,CA.,BERLIN,SERVIS KIT NORTE SA.,4
3286,R05,AV.,PASEO DE LA REP.,ET. M.I. Y NEGOCIACIONES,34
3290,N61,AV.,PASEO DE LA REP.,HOLREX EXPRESS,31
3291,N44,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,21
3294,R15,AV.,ALFREDO BENAVIDES,GUERRA MONTERO WILDER,40
3298,U07,AV.,PASEO DE LA REP.,TRANSPORTES 77 S.A,79
3299,U04,CA.,BELLAVISTA,DISTRIBUCIONES ROBASA SAC,104
3300,U04,CA.,BELLAVISTA,TRANSPORTES 77 S.A,107
3305,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
3306,N61,AV.,PETIT THOUARS,VILLA MARINA,1
3308,N67,AV.,JOSE PARDO,HOLDING EXPRES,97
3309,N67,CA.,DOS DE MAYO,HOGAR TOURS,171
3311,N61,AV.,ALFREDO BENAVIDES,HOLREX EXPRESS,12
3313,R12,AV.,JOSE PARDO,ET. MULTISERV. INVER.,29
3318,R15,AV.,ALFREDO BENAVIDES,RUPAILLA AUQUIRINA C.,40
3319,U11,AV.,REDUCTO,SERV. LOGISTICOS PANIAGUA,147
3321,U11,CA.,MARTIR OLAYA,LLIANA ZALAYA ISAAC,108
3324,N64,AV.,ALFREDO BENAVIDES,ETRANCISA,67
3325,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
3326,U04,CA.,BELLAVISTA,DISTRIBUCIONES ROBASA SAC,104
3327,R15,CA.,SCHELL,ET. TAXI Y MULTISERVICIOS,14
3328,R15,CA.,SCHELL,ET. TAXI Y MULTISERVICIOS,14
3329,R15,CA.,SCHELL,TAXI TOURS SA.,14
3330,U04,CA.,DIEZ CANSECO,DISTRIBUCIONES ROBASA SAC,104
3332,U11,CA.,PIURA,CORPORACION SERV. BASICOS,108
3333,U11,CA.,PIURA,QUISPE MELGAREJO PORFILIO,108
